,La Paz,Cochabamba,Santa Cruz,Oruro,Potosi,Tarija,Chuquisaca,Beni,Pando
2021-06-20,0.119,0.272,0.132,0.181,0.364,0.275,0.361,0.297,0.156
2021-06-21,0.156,0.199,0.115,0.233,0.495,0.211,0.347,0.155,0.351
2021-06-22,0.113,0.138,0.134,0.261,0.497,0.208,0.268,0.175,0.175
2021-06-23,0.119,0.165,0.161,0.164,0.394,0.191,0.228,0.322,0.144
2021-06-24,0.142,0.175,0.196,0.271,0.385,0.141,0.327,0.121,0.257
2021-06-25,0.125,0.168,0.152,0.200,0.371,0.169,0.386,0.203,0.208
2021-06-26,0.109,0.173,0.203,0.201,0.321,0.257,0.200,0.280,0.032
2021-06-27,0.118,0.125,0.146,0.263,0.345,0.119,0.197,0.112,0.116
2021-06-28,0.209,0.107,0.127,0.292,0.342,0.210,0.547,0.189,0.125
2021-06-29,0.184,0.140,0.132,0.112,0.371,0.214,0.327,0.149,0.132
2021-06-30,0.132,0.162,0.138,0.184,0.318,0.213,0.227,0.092,0.155
2021-07-01,0.101,0.150,0.117,0.149,0.289,0.248,0.260,0.185,0.136
2021-07-02,0.120,0.122,0.135,0.135,0.306,0.266,0.233,0.114,0.111
2021-07-03,0.166,0.135,0.154,0.124,0.229,0.201,0.310,0.232,0.000
2021-07-04,0.140,0.148,0.182,0.093,0.435,0.176,0.223,0.085,0.171
2021-07-05,0.232,0.133,0.136,0.138,0.320,0.238,0.216,0.020,0.143
2021-07-06,0.225,0.136,0.139,0.157,0.415,0.180,0.245,0.076,0.108
2021-07-07,0.112,0.136,0.145,0.095,0.308,0.212,0.252,0.068,0.138
2021-07-08,,0.119,,0.139,0.274,0.198,0.212,0.059,0.075
2021-07-09,,0.117,,0.147,0.247,0.211,0.214,0.060,0.065
2021-07-10,,0.119,,0.153,0.322,0.228,0.278,0.100,0.077
2021-07-11,,0.161,,0.119,0.331,0.200,0.280,0.159,0.143
2021-07-12,,0.123,,0.245,0.223,0.299,0.202,0.096,0.214
2021-07-13,,0.118,,0.116,0.159,0.252,0.309,0.066,0.122
2021-07-14,0.063,0.140,0.119,0.082,0.329,0.217,0.299,0.329,0.068
2021-07-15,0.084,0.125,,0.109,0.307,0.200,,0.047,0.118
2021-07-16,0.105,0.145,,0.091,0.279,0.163,,0.079,0.025
2021-07-17,0.149,0.162,0.110,0.074,0.219,0.205,0.269,0.361,0.050
2021-07-18,0.063,0.105,0.107,0.145,0.290,0.132,0.252,0.170,0.250
2021-07-19,0.058,0.108,0.105,0.100,0.234,0.244,0.313,0.052,0.031
2021-07-20,0.087,0.119,,0.092,,0.176,0.238,0.097,0.014
2021-07-21,0.085,0.134,,0.093,,0.224,0.234,0.117,0.066
2021-07-22,0.107,0.089,0.089,0.110,0.340,0.167,0.242,0.062,0.000
2021-07-23,0.119,0.106,0.094,0.098,0.290,0.169,0.268,0.044,0.049
2021-07-24,0.085,0.112,0.103,0.093,0.291,0.212,0.270,0.025,0.125
2021-07-25,0.152,0.092,0.125,0.084,0.237,0.181,0.237,0.048,0.000
2021-07-26,0.092,0.090,0.090,0.134,0.309,0.273,0.249,0.088,0.066
2021-07-27,0.065,0.092,0.083,0.036,0.215,0.182,0.146,0.076,0.014
2021-07-28,0.069,0.088,0.100,0.090,0.221,0.138,0.224,0.012,0.118
2021-07-29,0.110,0.097,0.102,0.126,0.429,0.163,0.209,0.110,0.114
2021-07-30,0.088,0.110,0.086,0.090,0.170,0.174,0.228,0.061,0.026
2021-07-31,0.104,0.123,0.110,0.092,0.355,0.186,0.151,0.024,0.057
2021-08-01,0.124,0.160,0.094,0.124,0.389,0.125,0.214,0.028,0.000
2021-08-02,0.061,0.108,0.083,0.037,0.205,0.301,0.259,0.071,0.048
2021-08-03,0.072,0.094,0.063,0.158,0.263,0.193,0.214,0.066,0.026
2021-08-04,0.064,0.115,0.080,0.104,0.229,0.154,0.117,0.078,0.041
2021-08-05,0.091,0.079,0.068,0.085,0.200,0.106,0.133,0.025,0.024
2021-08-06,0.097,0.103,0.071,0.081,0.304,0.123,0.249,0.160,0.000
2021-08-07,0.118,0.070,0.101,0.052,0.229,0.140,0.286,0.058,0.000
2021-08-08,0.115,0.085,0.108,0.032,0.340,0.140,0.365,0.067,0.000
2021-08-09,0.103,0.105,0.079,0.090,0.253,0.168,0.181,0.087,0.000
2021-08-10,0.058,0.110,0.085,0.099,0.266,0.158,0.101,0.052,0.043
2021-08-11,0.066,0.085,0.074,0.086,0.309,0.146,0.155,0.053,0.023
2021-08-12,0.092,0.089,0.070,0.059,0.232,0.165,0.234,0.060,0.107
2021-08-13,0.064,0.090,0.081,0.071,0.233,0.149,0.219,0.028,0.086
2021-08-14,0.093,0.104,0.064,0.123,0.138,0.221,0.123,0.027,0.000
2021-08-15,0.121,0.086,0.105,0.072,0.351,0.073,0.387,0.015,0.000
2021-08-16,0.072,0.083,0.071,0.033,0.283,0.201,0.154,0.033,0.085
2021-08-17,0.075,0.088,0.072,0.084,0.230,0.113,0.111,0.028,0.143
2021-08-18,0.071,0.090,0.070,0.034,0.185,0.162,0.139,0.036,0.041
2021-08-19,0.095,0.074,0.083,0.068,0.209,0.144,0.257,0.042,0.061
2021-08-20,0.076,0.077,0.083,0.088,0.279,0.163,0.124,0.036,0.071
2021-08-21,0.075,0.068,0.071,0.051,0.297,0.126,0.182,0.068,0.000
2021-08-22,0.098,0.077,0.101,0.078,0.457,0.087,0.126,0.220,0.250
2021-08-23,0.077,0.067,0.066,0.000,0.236,0.185,0.184,0.011,0.122
2021-08-24,0.060,0.064,0.066,0.054,0.185,0.172,0.122,0.026,0.030
2021-08-25,0.067,0.088,0.065,0.056,0.133,0.124,0.254,0.024,0.056
2021-08-26,0.071,0.055,0.050,0.057,0.181,0.106,0.174,0.008,0.056
2021-08-27,0.070,0.067,0.056,0.038,0.148,0.106,0.184,0.000,0.000
2021-08-28,0.067,0.060,0.052,0.084,0.229,0.175,0.059,0.000,0.077
2021-08-29,0.124,0.054,0.082,0.054,0.246,0.108,0.150,0.000,0.000
2021-08-30,0.086,0.047,0.066,0.018,0.207,0.158,0.153,0.018,0.031
2021-08-31,0.049,0.053,0.043,0.064,0.171,0.145,0.171,0.021,0.000
2021-09-01,0.058,0.042,0.056,0.062,0.213,0.137,0.156,0.042,0.029
2021-09-02,0.046,0.053,,,0.184,0.098,0.184,0.017,0.000
2021-09-03,0.068,0.066,,,0.284,0.143,0.077,0.027,0.095
2021-09-04,0.055,0.030,0.049,0.090,0.168,0.157,0.118,0.064,0.000
2021-09-05,0.058,0.069,0.041,0.165,0.265,0.091,0.118,0.075,0.000
2021-09-06,0.073,0.047,0.047,0.100,0.246,0.176,0.264,0.036,0.042
2021-09-07,0.037,0.042,0.056,0.044,0.238,0.109,0.241,0.042,0.049
2021-09-08,0.055,0.038,0.059,0.109,0.133,0.100,0.063,0.004,0.000
2021-09-09,0.048,0.045,0.051,0.052,0.127,0.120,0.167,0.057,0.000
2021-09-10,0.039,0.036,0.071,0.059,0.175,0.074,0.144,0.013,0.000
2021-09-11,,0.032,,0.040,0.229,0.076,0.123,0.037,0.000
2021-09-12,,0.054,,0.070,0.222,0.111,0.107,0.000,0.000
2021-09-13,0.032,0.037,,0.044,0.102,0.085,0.093,,0.000
2021-09-14,0.044,0.093,,0.048,0.193,0.083,0.128,,0.000
2021-09-15,0.056,0.049,0.048,0.040,0.215,0.144,0.194,0.019,0.029
2021-09-16,0.038,0.051,0.048,0.037,0.097,0.043,0.198,0.003,0.000
2021-09-17,0.043,0.037,1.000,0.057,0.303,0.062,0.053,0.005,0.000
2021-09-18,0.049,0.025,0.024,0.056,0.217,0.045,0.185,0.000,0.667
2021-09-19,0.065,0.062,0.075,0.053,0.118,0.115,0.259,0.000,
2021-09-20,0.060,0.061,0.065,0.015,0.128,0.069,0.167,0.000,0.042
2021-09-21,0.038,0.041,0.048,0.037,0.075,0.104,0.259,0.023,0.000
2021-09-22,0.040,0.048,0.054,0.031,0.098,0.075,0.231,0.013,0.029
2021-09-23,0.049,0.045,0.066,0.015,0.156,0.091,0.298,0.006,0.024
2021-09-24,0.044,0.053,0.065,0.012,0.150,0.062,0.296,0.008,0.000
2021-09-25,0.039,0.014,0.055,0.021,0.228,0.116,0.248,0.000,0.000
2021-09-26,0.045,0.019,0.062,0.039,0.269,0.035,0.245,0.000,0.000
2021-09-27,0.054,0.037,0.069,0.034,0.074,0.126,0.238,0.004,0.051
2021-09-28,0.048,0.051,0.091,0.042,0.123,0.117,0.221,0.000,0.034
2021-09-29,0.037,0.065,0.077,0.015,0.084,0.083,0.130,0.042,0.054
2021-09-30,0.044,0.071,0.065,0.041,0.020,0.079,0.111,0.086,0.020
2021-10-01,0.051,0.053,0.069,0.014,0.053,0.109,0.155,0.007,0.000
2021-10-02,0.056,0.051,,0.028,0.175,0.065,0.191,,0.000
2021-10-03,0.093,,,0.126,0.125,0.021,0.184,,0.000
2021-10-04,0.079,,,0.011,0.267,0.067,0.279,0.000,0.000
2021-10-05,0.053,0.061,0.079,0.022,0.035,0.113,0.099,0.015,0.111
2021-10-06,0.050,0.058,0.090,0.039,0.060,0.107,0.141,0.033,0.049
2021-10-07,0.045,0.089,0.069,0.084,0.065,0.105,0.101,0.000,0.036
2021-10-08,0.039,0.053,0.076,0.081,0.091,0.061,0.225,0.018,0.061
2021-10-09,0.030,0.061,,0.039,0.312,0.111,0.209,,0.000
2021-10-10,0.093,0.053,,0.052,0.200,0.125,0.179,,
2021-10-11,0.048,0.042,,0.000,0.112,0.109,0.126,,
2021-10-12,0.063,0.073,0.083,0.026,0.135,0.087,0.126,0.000,0.019
2021-10-13,0.046,0.080,0.095,0.038,0.126,0.113,0.132,0.045,0.000
2021-10-14,0.057,0.057,0.092,0.021,0.215,0.126,0.190,0.045,0.000
2021-10-15,0.059,0.051,0.087,0.048,0.085,0.071,0.183,0.033,0.000
2021-10-16,0.041,0.073,,0.085,,0.050,0.188,,0.000
2021-10-17,0.058,0.064,,0.018,,0.036,0.097,,0.054
2021-10-18,0.057,0.053,0.104,0.045,0.097,0.120,0.193,0.025,0.027
2021-10-19,0.047,0.077,0.096,0.019,0.100,0.164,0.180,0.020,0.098
2021-10-20,0.044,0.077,0.095,0.034,0.297,0.133,0.098,0.042,0.000
2021-10-21,0.052,0.090,,0.071,0.086,0.116,0.120,,0.000
2021-10-22,0.057,0.074,,0.094,,0.172,,,0.000
2021-10-23,0.063,0.048,,0.079,,0.110,,0.000,0.000
2021-10-24,0.047,0.070,0.102,0.065,0.200,0.037,0.232,0.019,0.087
2021-10-25,0.070,0.072,0.129,0.036,0.012,0.279,0.180,0.029,0.067
2021-10-26,0.058,0.103,0.130,0.074,0.113,0.130,0.125,0.050,0.000
2021-10-27,0.048,0.100,0.130,0.058,0.154,0.188,0.146,0.034,0.077
2021-10-28,0.049,0.083,0.113,0.038,0.094,0.186,0.094,0.000,0.048
2021-10-29,0.055,0.072,,0.026,0.094,0.192,0.155,,0.117
2021-10-30,0.058,0.071,,0.054,0.233,0.189,0.287,,0.000
2021-10-31,0.064,0.050,,0.154,0.200,0.109,0.158,,0.000
2021-11-01,0.033,0.109,,0.000,0.538,0.218,0.231,,0.028
2021-11-02,0.043,0.112,,0.076,,0.118,0.112,0.028,0.023
2021-11-03,0.089,0.074,,0.103,,0.238,0.221,0.013,0.000
2021-11-04,0.060,0.088,0.163,0.068,0.203,0.337,0.235,0.012,0.049
2021-11-05,0.056,0.079,0.170,0.074,0.095,0.191,0.173,0.061,0.040
2021-11-06,0.067,0.069,0.193,0.126,0.231,0.221,0.172,0.037,0.333
2021-11-07,0.099,0.054,0.141,0.093,0.074,0.111,0.207,0.050,0.167
2021-11-08,0.056,0.093,0.163,0.156,0.049,0.322,0.151,0.129,0.028
2021-11-09,0.069,0.092,,0.090,,0.328,0.124,0.068,0.041
2021-11-10,0.081,0.095,,0.093,,0.448,0.200,0.066,0.000
2021-11-11,0.076,0.110,0.203,0.073,0.274,0.242,0.211,0.025,0.032
2021-11-12,0.079,0.126,0.257,0.125,0.150,0.250,0.251,0.070,0.071
2021-11-13,0.080,0.090,,0.090,,0.181,0.242,0.063,0.000
2021-11-14,0.085,0.081,,0.119,,0.387,0.111,0.074,0.000
2021-11-15,0.060,0.129,0.175,0.080,0.000,0.259,0.302,0.062,0.109
2021-11-16,0.060,0.122,0.179,0.098,0.159,0.282,0.217,0.149,0.111
2021-11-17,0.074,0.114,0.168,0.089,0.083,0.234,0.185,0.062,0.179
2021-11-18,0.070,0.134,0.166,0.090,0.202,0.220,0.186,0.077,0.167
2021-11-19,0.087,0.104,0.171,0.073,0.169,0.209,0.141,0.032,0.182
2021-11-20,0.072,0.088,0.130,0.104,0.250,0.329,0.228,0.043,0.189
2021-11-21,0.056,0.164,0.136,0.083,0.375,0.222,0.171,0.000,0.067
2021-11-22,0.038,0.110,0.159,0.084,0.136,0.336,0.217,0.019,0.257
2021-11-23,0.057,0.110,0.169,0.083,0.129,0.257,0.143,0.079,0.105
2021-11-24,0.094,0.110,0.185,0.111,0.170,0.360,0.132,0.021,0.193
2021-11-25,0.082,0.117,0.160,0.038,0.163,0.286,0.162,0.074,0.173
2021-11-26,0.081,0.117,0.202,0.045,0.282,0.320,0.165,0.061,0.200
2021-11-27,0.083,0.092,0.142,0.036,0.228,0.347,0.170,0.045,0.250
2021-11-28,0.113,0.222,0.354,0.106,0.333,0.109,0.215,0.000,0.643
2021-11-29,0.042,0.116,0.186,0.071,0.070,0.287,0.163,0.115,0.395
2021-11-30,0.074,0.117,0.178,0.064,0.152,0.294,0.117,0.053,0.189
2021-12-01,0.095,0.110,0.163,0.116,0.123,0.325,0.225,0.153,0.280
2021-12-02,0.079,0.109,0.147,0.092,0.109,0.267,0.151,0.048,0.253
2021-12-03,0.104,0.112,0.140,0.061,0.239,0.333,0.150,0.032,0.171
2021-12-04,0.097,0.106,0.157,0.088,0.333,0.231,0.155,0.056,0.350
2021-12-05,0.097,0.096,0.207,0.085,0.013,0.281,0.228,0.050,0.400
2021-12-06,0.111,0.102,0.238,0.068,0.154,0.319,0.118,0.123,0.228
2021-12-07,0.094,0.159,0.209,0.153,0.160,0.383,0.124,0.067,0.240
2021-12-08,0.092,0.189,0.216,0.111,0.233,0.390,0.139,0.117,0.279
2021-12-09,0.076,0.142,0.227,0.134,0.136,0.425,0.117,0.087,0.289
2021-12-10,0.095,0.133,0.239,0.101,0.230,0.427,0.162,0.118,0.341
2021-12-11,0.100,0.123,0.214,0.149,0.176,0.468,0.226,0.125,0.667
2021-12-12,0.120,0.103,0.178,0.114,0.333,0.188,0.151,0.000,0.429
2021-12-13,0.142,0.150,0.254,0.060,0.139,0.516,0.214,0.149,0.424
2021-12-14,0.092,0.128,0.196,0.087,0.142,0.348,0.151,0.324,0.386
2021-12-15,0.089,0.121,0.228,0.107,0.149,0.390,0.133,0.077,0.424
2021-12-16,0.119,0.129,0.253,0.116,0.197,0.395,0.179,0.182,0.293
2021-12-17,0.100,0.122,0.229,0.100,0.298,0.442,0.149,0.222,0.376
2021-12-18,0.099,0.115,0.228,0.098,0.402,0.375,0.188,0.509,0.316
2021-12-19,0.150,0.227,0.230,0.125,0.226,0.484,0.162,0.072,0.800
2021-12-20,0.121,0.153,0.233,0.098,0.108,0.404,0.158,0.184,0.336
2021-12-21,0.115,0.159,0.260,0.086,0.186,0.343,0.182,0.110,0.366
2021-12-22,0.119,0.142,0.280,0.128,0.214,0.410,0.167,0.128,0.270
2021-12-23,0.136,0.186,0.254,0.109,0.223,0.442,0.192,0.128,0.251
2021-12-24,0.106,0.202,0.302,0.172,0.216,0.304,0.215,0.318,0.225
2021-12-25,0.155,0.163,,0.117,,0.338,0.254,0.102,0.259
2021-12-26,0.204,0.097,,0.188,,0.117,0.168,0.167,0.190
2021-12-27,0.086,0.220,0.384,0.132,0.273,0.354,0.230,0.237,0.158
2021-12-28,0.166,0.223,0.427,0.140,0.250,0.364,0.260,0.289,0.196
2021-12-29,0.155,0.283,0.472,0.171,0.229,0.555,0.265,0.208,0.263
2021-12-30,0.187,0.270,0.483,0.237,0.369,0.527,0.239,0.206,0.179
2021-12-31,0.213,0.248,0.470,0.158,0.457,0.432,0.263,0.242,0.123
2022-01-01,0.191,0.334,0.517,0.183,0.458,0.363,0.301,0.226,0.000
2022-01-02,0.244,0.325,0.508,0.357,0.500,0.628,0.458,0.194,0.148
2022-01-03,0.155,0.296,0.535,0.316,0.479,0.555,0.416,0.378,0.286
2022-01-04,0.158,0.420,0.545,0.293,0.421,0.643,0.395,0.384,0.228
2022-01-05,0.234,0.421,0.521,0.401,0.500,0.615,0.493,0.329,0.221
2022-01-06,0.285,0.437,0.522,0.386,0.646,0.596,0.512,0.306,0.295
2022-01-07,0.265,0.432,0.504,0.474,0.587,0.600,0.501,0.383,0.339
2022-01-08,0.306,0.457,0.485,0.510,0.599,0.588,0.506,0.429,0.467
2022-01-09,0.312,0.503,0.441,0.508,0.617,0.656,0.517,0.579,0.000
2022-01-10,0.284,0.479,0.479,0.409,0.496,0.717,0.554,0.498,0.514
2022-01-11,0.341,0.521,0.425,0.521,0.641,0.689,0.555,0.400,0.458
2022-01-12,0.383,0.566,0.425,0.668,0.651,0.698,0.578,0.391,0.444
2022-01-13,0.421,0.539,0.392,0.597,0.633,0.718,0.583,0.399,0.548
2022-01-14,0.458,0.564,0.345,0.601,0.703,0.710,0.527,0.455,0.489
2022-01-15,0.444,0.545,0.310,0.589,0.673,0.670,0.554,0.419,0.383
2022-01-16,0.409,0.563,0.315,0.654,0.673,0.591,0.527,0.307,0.500
2022-01-17,0.335,0.538,0.325,0.585,0.658,0.626,0.588,0.388,0.642
2022-01-18,0.439,0.542,0.286,0.509,0.609,0.632,0.534,0.351,0.663
2022-01-19,0.473,0.529,0.271,0.495,0.658,0.575,0.542,0.310,0.565
2022-01-20,0.473,0.479,0.225,0.531,0.712,0.630,0.507,0.312,0.533
2022-01-21,0.544,0.506,0.221,0.502,0.746,0.620,0.493,0.326,0.556
2022-01-22,0.441,0.528,0.204,0.476,0.674,0.610,0.450,0.374,0.477
2022-01-23,0.437,0.551,0.214,0.381,0.686,0.609,0.480,0.464,0.706
2022-01-24,0.390,0.456,0.264,0.509,0.353,0.596,0.445,0.388,0.568
2022-01-25,0.362,0.439,0.222,0.383,0.552,0.564,0.431,0.295,0.549
2022-01-26,0.391,0.387,0.213,0.411,0.430,0.585,0.351,0.334,0.589
2022-01-27,0.369,0.398,0.178,0.356,0.473,0.635,0.409,0.342,0.663
2022-01-28,0.369,0.338,0.181,0.321,0.509,0.485,0.369,0.148,0.649
2022-01-29,0.231,0.335,0.163,0.250,0.660,0.535,0.390,0.186,0.800
2022-01-30,0.369,0.321,0.179,0.250,0.601,0.480,0.461,0.407,0.528
2022-01-31,0.308,0.315,0.143,0.191,0.505,0.465,0.313,0.272,0.556
2022-02-01,0.296,0.308,0.160,0.220,0.524,0.405,0.306,0.244,0.483
2022-02-02,0.284,0.323,0.166,0.197,0.448,0.482,0.342,0.269,0.432
2022-02-03,0.263,0.253,0.154,0.200,0.432,0.356,0.275,0.078,0.390
2022-02-04,0.233,0.258,0.132,0.210,0.401,0.359,0.275,0.191,0.380
2022-02-05,0.500,0.303,0.143,0.208,0.467,0.233,0.273,0.163,0.524
2022-02-06,0.271,0.289,0.169,0.125,0.411,0.088,0.257,0.341,0.800
2022-02-07,0.319,0.203,0.150,0.068,0.308,0.274,0.219,0.210,0.398
2022-02-08,0.134,0.264,0.147,0.129,0.342,0.229,0.151,0.185,0.401
2022-02-09,0.165,0.220,0.102,0.100,0.436,0.276,0.197,0.216,0.469
2022-02-10,0.132,0.222,0.169,0.101,0.332,0.152,0.165,0.252,0.455
2022-02-11,0.142,0.181,0.164,0.146,0.370,0.143,0.149,0.162,0.492
2022-02-12,0.147,0.111,0.113,0.044,0.290,0.158,0.243,0.116,0.500
2022-02-13,0.181,0.095,0.074,0.077,0.308,0.161,0.110,0.308,0.462
2022-02-14,0.130,0.151,0.180,0.071,0.381,0.213,0.127,0.127,0.263
2022-02-15,0.113,0.160,0.152,0.054,0.242,0.138,0.121,0.089,0.279
2022-02-16,0.084,0.095,0.144,0.057,0.161,0.176,0.142,0.177,0.132
2022-02-17,0.081,0.156,0.154,0.039,0.179,0.162,0.085,0.168,0.263
2022-02-18,0.083,0.138,0.123,0.069,0.132,0.092,0.117,0.050,0.290
2022-02-19,0.088,0.105,0.112,0.032,0.292,0.093,0.084,0.068,0.000
2022-02-20,0.072,0.059,0.063,0.054,0.444,0.134,0.097,0.081,0.042
2022-02-21,0.123,0.160,0.107,0.022,0.186,0.100,0.071,0.045,0.215
2022-02-22,0.053,0.120,0.110,0.040,0.162,0.067,0.085,0.062,0.134
2022-02-23,0.041,0.132,0.117,0.059,0.277,0.045,0.112,0.041,0.069
2022-02-24,0.077,0.073,0.131,0.042,0.209,0.080,0.111,0.156,0.070
2022-02-25,0.047,0.063,0.097,0.044,0.153,0.075,0.073,0.081,0.093
2022-02-26,0.047,0.065,0.049,0.006,0.119,0.069,0.043,0.033,0.000
2022-02-27,0.047,,,0.000,0.294,0.011,0.189,0.000,
2022-02-28,0.037,,,0.000,0.727,0.000,0.065,0.000,0.000
2022-03-01,0.024,0.113,0.094,0.000,0.556,0.000,0.011,0.038,
2022-03-02,0.055,0.070,0.044,0.014,0.033,0.033,0.088,0.041,0.203
2022-03-03,0.029,0.086,0.084,0.028,0.075,0.088,0.032,0.023,0.213
2022-03-04,0.037,0.055,0.104,0.023,0.085,0.048,0.081,0.045,0.083
2022-03-05,0.036,0.069,0.115,0.027,0.323,0.074,0.120,0.101,
2022-03-06,0.027,0.046,0.060,0.024,,0.032,0.086,0.000,
2022-03-07,0.032,0.055,0.065,0.030,0.084,0.039,0.035,0.038,0.021
2022-03-08,0.031,0.084,0.081,0.032,0.125,0.039,0.051,0.063,0.093
2022-03-09,0.036,0.102,0.074,0.033,0.124,0.023,0.068,0.015,0.000
2022-03-10,0.030,0.071,0.081,0.010,0.236,0.021,0.050,0.056,0.033
2022-03-11,0.024,0.095,0.058,0.013,0.096,0.020,0.047,0.060,0.103
2022-03-12,0.045,0.049,0.065,0.030,0.052,0.012,0.041,0.038,
2022-03-13,0.034,0.047,0.042,0.012,0.065,0.054,0.074,0.038,0.133
2022-03-14,0.007,0.200,0.041,0.037,0.071,0.028,0.033,0.015,0.206
2022-03-15,0.051,0.195,0.036,0.014,0.148,0.030,0.062,0.022,0.072
2022-03-16,0.041,0.105,0.070,0.008,0.134,0.084,0.060,0.019,0.155
2022-03-17,0.067,0.040,0.038,0.031,0.091,0.040,0.049,0.000,0.065
2022-03-18,0.037,0.056,0.063,0.015,0.031,0.043,0.023,0.019,0.000
2022-03-19,0.052,0.051,0.052,0.015,0.127,0.037,0.020,0.087,0.000
2022-03-20,0.033,0.033,0.050,0.019,0.000,0.000,0.079,0.000,0.000
2022-03-21,0.021,0.055,0.041,0.015,0.034,0.030,0.037,0.010,0.000
2022-03-22,0.017,0.053,0.043,0.006,0.058,0.058,0.038,0.021,0.032
2022-03-23,0.065,0.020,0.066,0.009,0.082,0.044,0.016,0.140,0.000
2022-03-24,0.046,0.044,0.043,0.023,0.115,0.021,0.027,0.023,0.055
2022-03-25,0.050,0.038,0.046,0.015,0.052,0.051,0.033,0.011,0.070
2022-03-26,0.058,0.029,0.022,0.007,0.333,0.009,0.028,0.000,0.000
2022-03-27,0.039,0.022,0.020,0.000,0.263,0.015,0.020,0.000,
2022-03-28,0.050,0.045,0.040,0.000,0.049,0.042,0.003,0.000,0.071
2022-03-29,0.026,0.018,0.032,0.003,0.078,0.056,0.019,0.058,0.000
2022-03-30,0.029,0.028,0.035,0.008,0.080,0.030,0.002,0.039,0.107
2022-03-31,0.026,,,0.009,0.017,0.014,0.033,0.046,0.000
2022-04-01,0.020,,,0.004,0.075,0.029,0.004,0.111,0.069
2022-04-02,0.031,0.045,,0.027,0.188,0.056,0.043,,
2022-04-03,0.030,,,0.016,0.113,0.050,0.024,,
2022-04-04,0.040,,,0.012,1.000,0.047,0.015,,0.037
2022-04-05,0.013,0.057,,0.018,0.044,0.030,0.013,,0.000
2022-04-06,0.028,0.037,,0.016,,0.064,0.017,0.023,0.014
2022-04-07,0.014,0.038,,0.000,,0.009,0.013,0.011,0.125
2022-04-08,,0.008,,0.000,0.083,0.021,0.012,0.000,0.000
2022-04-09,,0.007,,0.013,0.071,0.036,,0.028,
2022-04-10,0.082,0.011,,0.000,1.000,0.000,,0.111,
2022-04-11,0.054,0.016,0.015,0.000,0.115,0.000,0.014,0.008,0.000
2022-04-12,0.020,0.021,0.018,0.012,0.160,0.016,0.021,0.014,0.000
2022-04-13,0.017,0.026,0.017,0.000,0.009,0.034,0.020,0.000,0.091
2022-04-14,0.011,0.017,0.023,0.005,0.070,0.017,0.017,0.010,0.043
2022-04-15,0.021,,,0.005,0.058,0.000,0.022,0.008,0.000
2022-04-16,0.045,,,0.011,0.000,0.065,0.008,0.056,0.000
2022-04-17,0.030,0.008,0.010,0.013,,0.000,0.000,0.048,0.000
2022-04-18,0.073,0.026,0.013,0.000,0.020,0.008,0.017,0.041,0.053
2022-04-19,0.015,0.014,0.017,0.004,0.065,0.014,0.018,0.014,0.045
2022-04-20,0.007,0.014,0.019,0.014,0.083,0.000,0.012,0.014,0.000
2022-04-21,0.009,0.016,0.014,0.000,0.033,0.031,0.022,0.017,0.000
2022-04-22,0.016,0.012,0.013,0.005,0.048,0.000,0.032,0.031,0.045
2022-04-23,0.026,0.013,0.022,0.005,0.000,0.000,0.015,0.000,
2022-04-24,0.017,1.000,,,0.000,0.019,0.005,0.033,0.000
2022-04-25,0.043,0.006,,,0.000,0.008,0.011,0.016,0.053
2022-04-26,0.014,0.022,0.010,0.004,0.022,0.009,0.028,0.000,0.037
2022-04-27,0.016,0.027,0.010,0.022,0.017,0.000,0.046,0.017,0.000
2022-04-28,0.041,0.010,0.021,0.022,0.036,0.013,0.025,0.014,0.000
2022-04-29,0.032,0.010,0.018,0.010,0.038,0.011,0.011,0.000,0.037
2022-04-30,0.021,0.005,0.010,0.000,0.267,0.051,0.014,0.000,0.000
2022-05-01,,0.005,,0.009,,0.000,0.030,0.000,0.167
2022-05-02,,,,0.019,0.000,,0.022,0.077,0.000
2022-05-03,0.023,,,0.000,0.000,,0.000,0.000,0.040
2022-05-04,0.013,0.011,0.011,0.018,0.026,0.000,0.028,0.022,0.026
2022-05-05,0.016,0.009,0.011,0.010,0.000,0.019,0.010,0.014,0.033
2022-05-06,0.013,0.023,0.006,0.048,0.034,0.027,0.017,,0.083
2022-05-07,0.004,0.014,,,0.175,0.000,0.019,,0.000
2022-05-08,0.002,0.030,,,0.000,0.000,0.014,0.000,0.222
2022-05-09,0.022,0.018,,0.000,0.036,,0.005,0.022,0.000
2022-05-10,0.004,0.014,,0.005,0.054,,,0.065,0.080
2022-05-11,0.016,0.019,,0.007,0.022,0.013,,0.028,0.000
2022-05-12,0.039,0.018,0.055,0.014,0.033,0.016,0.020,0.000,0.188
2022-05-13,0.008,0.013,0.030,0.006,0.032,0.012,0.005,0.036,0.000
2022-05-14,,0.021,,0.004,0.000,0.036,1.000,0.000,0.000
2022-05-15,,0.012,,0.000,0.271,0.000,0.000,,0.333
2022-05-16,0.016,0.028,,0.000,0.000,0.016,0.005,,0.000
2022-05-17,0.013,0.035,0.033,0.000,0.009,0.015,0.012,0.050,0.022
2022-05-18,0.021,0.015,0.045,0.020,0.032,0.028,0.006,0.000,0.036
2022-05-19,0.015,0.017,0.051,0.009,0.062,0.049,0.007,0.023,0.067
2022-05-20,0.014,0.023,0.100,0.010,0.052,0.023,0.029,0.000,0.059
2022-05-21,0.012,0.018,0.097,0.000,0.036,0.043,0.013,,0.000
