Fecha,La Paz,Cochabamba,Santa Cruz,Oruro,Potosi,Tarija,Chuquisaca,Beni,Pando,Bolivia
2022-02-01,590357,504563,1148429,113470,74823,131669,139360,80206,28485,2811362
2022-02-02,593569,506553,1153870,113824,75008,131946,139788,80320,28589,2823467
2022-02-03,596275,508823,1159496,114147,75112,132322,140330,80521,28653,2835679
2022-02-04,598591,510647,1164803,114452,75291,132575,140772,80923,28772,2846826
2022-02-05,599249,511633,1167306,114733,75453,132697,140948,81051,28782,2851852
2022-02-06,600182,512042,1169067,114936,75556,132780,141049,81136,28783,2855531
2022-02-07,600900,514141,1173873,115032,75655,133079,141412,81354,28860,2864306
2022-02-08,603546,515622,1178937,115343,75811,133379,141824,81649,28954,2875065
2022-02-09,606019,516962,1183320,115695,75930,133660,142137,81936,28980,2884639
2022-02-10,608842,518261,1187601,116076,76073,133877,142406,82087,29028,2894251
2022-02-11,611044,519623,1191859,116216,76170,134093,142703,82376,29059,2903143
2022-02-12,612644,520206,1193735,116628,76258,134157,142846,82604,29061,2908139
2022-02-13,613308,520482,1194850,116821,76276,134209,142935,82685,29068,2910634
2022-02-14,613723,521666,1198409,116900,76388,134423,143224,82836,29124,2916693
2022-02-15,615165,522721,1201436,117287,76501,134673,143494,83133,29155,2923565
2022-02-16,617287,523951,1204286,117599,76652,134883,143747,83263,29247,2930915
2022-02-17,619295,525109,1207382,117869,76753,135028,143963,83382,29317,2938098
2022-02-18,621000,526149,1209996,118168,76891,135265,144212,83669,29383,2944733
2022-02-19,622138,526706,1211859,118408,76954,135343,144343,83710,29458,2948919
2022-02-20,623332,527071,1212862,118566,76969,135401,144445,83801,29526,2951973
2022-02-21,623588,527951,1215926,118657,77039,135626,144732,83908,29643,2957070
2022-02-22,625199,529081,1218865,118900,77163,135807,144957,83998,29701,2963671
2022-02-23,627357,529923,1221992,119235,77257,136020,145188,84162,29728,2970862
2022-02-24,628610,530667,1224883,119487,77348,136146,145396,84227,29768,2976532
