,La Paz,Cochabamba,Santa Cruz,Oruro,Potosi,Tarija,Chuquisaca,Beni,Pando
2021-12-21,1456,1265,5743,463,113,811,428,246,191
2021-12-22,2088,1155,3814,400,117,459,539,179,189
2021-12-23,2380,908,4894,495,121,545,416,366,235
2021-12-24,2210,1073,4229,361,74,546,424,66,187
2021-12-25,1808,202,2571,437,77,148,118,166,27
2021-12-26,658,298,2632,149,59,196,208,24,121
2021-12-27,710,1575,5041,91,77,891,460,245,165
2021-12-28,2722,1863,7671,422,204,921,666,384,311
2021-12-29,2684,1785,9279,449,201,669,929,346,152
2021-12-30,2385,1893,12262,435,187,921,1154,554,268
2021-12-31,2629,1930,12155,482,219,869,1005,529,284
2022-01-01,2754,455,4884,706,201,193,73,155,8
2022-01-02,501,554,6243,235,30,148,373,278,122
2022-01-03,541,1971,10280,196,117,989,901,373,84
2022-01-04,1858,2352,11086,581,392,1101,1381,753,162
2022-01-05,2120,3140,12071,766,244,1215,1357,843,163
2022-01-06,2846,2773,11760,1180,692,1395,1575,870,95
2022-01-07,3062,3145,11016,1136,726,1654,2144,1030,124
2022-01-08,2709,1851,7078,1148,871,1108,1509,422,30
2022-01-09,2510,1419,3953,1122,457,742,1179,247,12
2022-01-10,1921,3476,8332,469,395,1584,1483,510,107
2022-01-11,2699,4410,8780,1108,797,1833,2557,1060,155
2022-01-12,3687,4594,10710,1377,1049,2449,2889,1070,216
2022-01-13,5062,4467,10564,1850,1006,2616,2685,670,62
2022-01-14,5057,5190,9844,2031,1056,2630,2699,780,436
2022-01-15,4626,2514,5089,1780,900,1621,2100,499,94
2022-01-16,3563,1352,2971,1235,502,823,816,137,12
2022-01-17,2402,4133,8362,479,635,1787,2051,461,176
2022-01-18,3372,4434,8333,1439,739,2350,2369,1187,332
2022-01-19,4413,4549,8351,1803,711,2091,2052,794,331
2022-01-20,4278,4204,9082,1417,886,1905,1856,677,332
2022-01-21,4104,4312,7523,1269,966,1564,1759,687,180
2022-01-22,4073,1893,3503,1216,674,692,866,468,44
2022-01-23,2927,1040,2688,770,207,338,454,179,17
2022-01-24,2979,3895,7514,328,672,1194,1305,572,241
2022-01-25,4299,4766,7521,925,534,1118,1394,974,295
2022-01-26,4649,3955,6622,868,939,1048,1180,581,336
2022-01-27,5285,3288,6743,818,546,1105,1393,541,190
2022-01-28,4055,3552,6648,776,643,823,936,384,228
2022-01-29,3204,1748,3838,704,535,372,589,333,55
2022-01-30,2541,851,1889,440,271,100,323,86,53
2022-01-31,2293,2646,6441,188,414,660,761,301,162
2022-02-01,3602,2860,6596,533,357,519,650,221,120
2022-02-02,4484,2939,6527,441,335,535,650,156,183
2022-02-03,3672,3040,6654,404,183,584,748,218,105
2022-02-04,3018,2457,6114,386,299,395,610,497,192
